family,lag_days,autocorr_x,autocorr_y,mean_abs_autocorr,abs_autocorr_x,abs_autocorr_y
GAM,105,0.1397695103952455,0.0278553728762918,0.0838124416357686,0.1397695103952455,0.0278553728762918
GAM,110,0.2312963186044102,0.0156001244713846,0.1234482215378974,0.2312963186044102,0.0156001244713846
GAM,115,0.1471828138974069,-0.0520994864100084,0.0996411501537076,0.1471828138974069,0.0520994864100084
GAM,120,0.1008757033224977,-0.0240439021780876,0.0624598027502927,0.1008757033224977,0.0240439021780876
GAM,125,0.1913143354410049,-0.0179675448393551,0.10464094014018,0.1913143354410049,0.0179675448393551
GAM,130,0.1497012335701922,-0.0963537293646478,0.12302748146742,0.1497012335701922,0.0963537293646478
GAM,135,0.1387116096004506,-0.0848940113003628,0.1118028104504067,0.1387116096004506,0.0848940113003628
GAM,140,0.1376042047357372,-0.1098452497074836,0.1237247272216104,0.1376042047357372,0.1098452497074836
GAM,145,0.1318980071050229,-0.1130056728496527,0.1224518399773378,0.1318980071050229,0.1130056728496527
GAM,150,0.1265157834906313,-0.1209847210348593,0.1237502522627453,0.1265157834906313,0.1209847210348593
GAM,155,0.1302538355781892,-0.1505476380702084,0.1404007368241988,0.1302538355781892,0.1505476380702084
GAM,160,0.1443183708118789,-0.1348456811376742,0.1395820259747766,0.1443183708118789,0.1348456811376742
GAM,165,0.0960932453678095,-0.1313772523429282,0.1137352488553688,0.0960932453678095,0.1313772523429282
